icao,name,day,totalDelays,totalUsDelays,totalCancellations,totalUsCancellations
,All,-3,27330,10013,1087,599
,All,-2,24196,8782,915,281
,All,-1,23413,7016,697,110
,All,0,23474,6120,544,77
PANC,Anchorage International,-3,97,97,12,12
PANC,Anchorage International,-2,62,62,10,10
PANC,Anchorage International,-1,94,94,4,4
PANC,Anchorage International,0,82,82,8,8
KATL,Hartsfield-Jackson Atlanta International,-3,824,824,36,36
KATL,Hartsfield-Jackson Atlanta International,-2,636,636,14,14
KATL,Hartsfield-Jackson Atlanta International,-1,401,401,2,2
KATL,Hartsfield-Jackson Atlanta International,0,353,353,4,4
KBOS,Boston Logan International,-3,292,292,8,8
KBOS,Boston Logan International,-2,430,430,27,27
KBOS,Boston Logan International,-1,210,210,2,2
KBOS,Boston Logan International,0,252,252,4,4
KBWI,Baltimore-Washington International Marshall,-3,175,175,0,0
KBWI,Baltimore-Washington International Marshall,-2,165,165,4,4
KBWI,Baltimore-Washington International Marshall,-1,119,119,0,0
KBWI,Baltimore-Washington International Marshall,0,109,109,1,1
KCLT,Charlotte Douglas International,-3,444,444,2,2
KCLT,Charlotte Douglas International,-2,465,465,6,6
KCLT,Charlotte Douglas International,-1,200,200,2,2
KCLT,Charlotte Douglas International,0,243,243,1,1
KCVG,Cincinnati/Northern Kentucky International,-3,116,116,8,8
KCVG,Cincinnati/Northern Kentucky International,-2,127,127,2,2
KCVG,Cincinnati/Northern Kentucky International,-1,80,80,0,0
KCVG,Cincinnati/Northern Kentucky International,0,70,70,1,1
KDAL,Dallas Love Field,-3,156,156,4,4
KDAL,Dallas Love Field,-2,79,79,0,0
KDAL,Dallas Love Field,-1,118,118,1,1
KDAL,Dallas Love Field,0,118,118,0,0
KDCA,Reagan National,-3,353,353,8,8
KDCA,Reagan National,-2,502,502,15,15
KDCA,Reagan National,-1,257,257,8,8
KDCA,Reagan National,0,259,259,2,2
KDEN,Denver International,-3,590,590,8,8
KDEN,Denver International,-2,460,460,4,4
KDEN,Denver International,-1,1121,1121,12,12
KDEN,Denver International,0,350,350,2,2
KDFW,Dallas-Fort Worth International,-3,859,859,30,30
KDFW,Dallas-Fort Worth International,-2,555,555,6,6
KDFW,Dallas-Fort Worth International,-1,511,511,3,3
KDFW,Dallas-Fort Worth International,0,527,527,3,3
KDTW,Detroit Metropolitan Wayne County,-3,385,385,34,34
KDTW,Detroit Metropolitan Wayne County,-2,410,410,23,23
KDTW,Detroit Metropolitan Wayne County,-1,304,304,1,1
KDTW,Detroit Metropolitan Wayne County,0,178,178,1,1
KEWR,Newark Liberty International,-3,317,317,11,11
KEWR,Newark Liberty International,-2,461,461,10,10
KEWR,Newark Liberty International,-1,207,207,4,4
KEWR,Newark Liberty International,0,291,291,4,4
KFLL,Fort Lauderdale-Hollywood International,-3,285,285,9,9
KFLL,Fort Lauderdale-Hollywood International,-2,203,203,4,4
KFLL,Fort Lauderdale-Hollywood International,-1,119,119,0,0
KFLL,Fort Lauderdale-Hollywood International,0,158,158,0,0
PHNL,Honolulu International,-3,85,85,1,1
PHNL,Honolulu International,-2,100,100,2,2
PHNL,Honolulu International,-1,96,96,1,1
PHNL,Honolulu International,0,59,59,2,2
KHOU,Houston Hobby,-3,129,129,2,2
KHOU,Houston Hobby,-2,63,63,0,0
KHOU,Houston Hobby,-1,83,83,1,1
KHOU,Houston Hobby,0,76,76,0,0
KIAD,Washington Dulles International,-3,201,201,16,16
KIAD,Washington Dulles International,-2,227,227,8,8
KIAD,Washington Dulles International,-1,139,139,0,0
KIAD,Washington Dulles International,0,155,155,1,1
KIAH,George Bush Houston Intercontinental,-3,463,463,10,10
KIAH,George Bush Houston Intercontinental,-2,252,252,2,2
KIAH,George Bush Houston Intercontinental,-1,305,305,4,4
KIAH,George Bush Houston Intercontinental,0,371,371,4,4
KIND,Indianapolis International,-3,168,168,10,10
KIND,Indianapolis International,-2,117,117,7,7
KIND,Indianapolis International,-1,65,65,1,1
KIND,Indianapolis International,0,67,67,0,0
KJFK,John F. Kennedy International,-3,358,358,28,28
KJFK,John F. Kennedy International,-2,378,378,17,17
KJFK,John F. Kennedy International,-1,209,209,2,2
KJFK,John F. Kennedy International,0,291,291,11,11
KLAS,Las Vegas Reid International,-3,312,312,5,5
KLAS,Las Vegas Reid International,-2,211,211,1,1
KLAS,Las Vegas Reid International,-1,169,169,0,0
KLAS,Las Vegas Reid International,0,172,172,2,2
KLAX,Los Angeles International,-3,394,394,8,8
KLAX,Los Angeles International,-2,294,294,10,10
KLAX,Los Angeles International,-1,283,283,4,4
KLAX,Los Angeles International,0,197,197,6,6
KLGA,LaGuardia Airport,-3,481,481,27,27
KLGA,LaGuardia Airport,-2,633,633,25,25
KLGA,LaGuardia Airport,-1,313,313,0,0
KLGA,LaGuardia Airport,0,515,515,0,0
KMCO,Orlando International,-3,370,370,2,2
KMCO,Orlando International,-2,279,279,2,2
KMCO,Orlando International,-1,172,172,0,0
KMCO,Orlando International,0,239,239,5,5
KMDW,Chicago Midway,-3,220,220,3,3
KMDW,Chicago Midway,-2,129,129,0,0
KMDW,Chicago Midway,-1,148,148,0,0
KMDW,Chicago Midway,0,80,80,1,1
KMEM,Memphis International,-3,83,83,6,6
KMEM,Memphis International,-2,39,39,2,2
KMEM,Memphis International,-1,51,51,0,0
KMEM,Memphis International,0,37,37,2,2
KMIA,Miami International,-3,297,297,7,7
KMIA,Miami International,-2,325,325,5,5
KMIA,Miami International,-1,179,179,0,0
KMIA,Miami International,0,204,204,1,1
KMSP,Minneapolis/St. Paul International,-3,405,405,14,14
KMSP,Minneapolis/St. Paul International,-2,311,311,4,4
KMSP,Minneapolis/St. Paul International,-1,205,205,1,1
KMSP,Minneapolis/St. Paul International,0,178,178,1,1
KOAK,Oakland International,-3,63,63,1,1
KOAK,Oakland International,-2,47,47,0,0
KOAK,Oakland International,-1,30,30,0,0
KOAK,Oakland International,0,20,20,1,1
KONT,Ontario International,-3,45,45,0,0
KONT,Ontario International,-2,32,32,1,1
KONT,Ontario International,-1,48,48,4,4
KONT,Ontario International,0,26,26,0,0
KORD,Chicago O'Hare International,-3,1412,1412,342,342
KORD,Chicago O'Hare International,-2,1387,1387,84,84
KORD,Chicago O'Hare International,-1,1326,1326,22,22
KORD,Chicago O'Hare International,0,712,712,10,10
KPDX,Portland International,-3,106,106,2,2
KPDX,Portland International,-2,82,82,0,0
KPDX,Portland International,-1,60,60,4,4
KPDX,Portland International,0,96,96,0,0
KPHL,Philadelphia International,-3,236,236,10,10
KPHL,Philadelphia International,-2,296,296,4,4
KPHL,Philadelphia International,-1,122,122,1,1
KPHL,Philadelphia International,0,138,138,0,0
KPHX,Phoenix Sky Harbor International,-3,397,397,3,3
KPHX,Phoenix Sky Harbor International,-2,262,262,1,1
KPHX,Phoenix Sky Harbor International,-1,337,337,3,3
KPHX,Phoenix Sky Harbor International,0,236,236,2,2
KSAN,San Diego International,-3,172,172,2,2
KSAN,San Diego International,-2,128,128,1,1
KSAN,San Diego International,-1,134,134,2,2
KSAN,San Diego International,0,120,120,0,0
KSDF,Louisville International,-3,71,71,4,4
KSDF,Louisville International,-2,74,74,0,0
KSDF,Louisville International,-1,45,45,3,3
KSDF,Louisville International,0,47,47,0,0
KSEA,Seattle-Tacoma International,-3,271,271,7,7
KSEA,Seattle-Tacoma International,-2,220,220,7,7
KSEA,Seattle-Tacoma International,-1,178,178,8,8
KSEA,Seattle-Tacoma International,0,251,251,7,7
KSFO,San Francisco International,-3,273,273,13,13
KSFO,San Francisco International,-2,188,188,8,8
KSFO,San Francisco International,-1,164,164,8,8
KSFO,San Francisco International,0,104,104,0,0
KSLC,Salt Lake City International,-3,139,139,7,7
KSLC,Salt Lake City International,-2,108,108,6,6
KSLC,Salt Lake City International,-1,120,120,2,2
KSLC,Salt Lake City International,0,68,68,0,0
KTEB,Teterboro,-3,0,0,0,0
KTEB,Teterboro,-2,0,0,0,0
KTEB,Teterboro,-1,0,0,0,0
KTEB,Teterboro,0,0,0,0,0
KTPA,Tampa International,-3,164,164,0,0
KTPA,Tampa International,-2,125,125,2,2
KTPA,Tampa International,-1,89,89,0,0
KTPA,Tampa International,0,104,104,2,2
