icao,name,day,totalDelays,totalUsDelays,totalCancellations,totalUsCancellations
,All,-3,17970,3485,535,58
,All,-2,23488,6148,1348,851
,All,-1,26865,6133,741,311
,All,0,16910,3367,522,87
PANC,Anchorage International,-3,108,108,1,1
PANC,Anchorage International,-2,82,82,5,5
PANC,Anchorage International,-1,76,76,2,2
PANC,Anchorage International,0,54,54,4,4
KATL,Hartsfield-Jackson Atlanta International,-3,171,171,7,7
KATL,Hartsfield-Jackson Atlanta International,-2,429,429,14,14
KATL,Hartsfield-Jackson Atlanta International,-1,431,431,10,10
KATL,Hartsfield-Jackson Atlanta International,0,266,266,14,14
KBOS,Boston Logan International,-3,101,101,2,2
KBOS,Boston Logan International,-2,153,153,1,1
KBOS,Boston Logan International,-1,151,151,6,6
KBOS,Boston Logan International,0,97,97,1,1
KBWI,Baltimore-Washington International Marshall,-3,32,32,0,0
KBWI,Baltimore-Washington International Marshall,-2,81,81,5,5
KBWI,Baltimore-Washington International Marshall,-1,99,99,0,0
KBWI,Baltimore-Washington International Marshall,0,56,56,0,0
KCLT,Charlotte Douglas International,-3,77,77,0,0
KCLT,Charlotte Douglas International,-2,272,272,10,10
KCLT,Charlotte Douglas International,-1,321,321,10,10
KCLT,Charlotte Douglas International,0,139,139,1,1
KCVG,Cincinnati/Northern Kentucky International,-3,30,30,0,0
KCVG,Cincinnati/Northern Kentucky International,-2,43,43,3,3
KCVG,Cincinnati/Northern Kentucky International,-1,50,50,2,2
KCVG,Cincinnati/Northern Kentucky International,0,12,12,1,1
KDAL,Dallas Love Field,-3,54,54,0,0
KDAL,Dallas Love Field,-2,233,233,60,60
KDAL,Dallas Love Field,-1,185,185,0,0
KDAL,Dallas Love Field,0,61,61,0,0
KDCA,Reagan National,-3,175,175,1,1
KDCA,Reagan National,-2,213,213,5,5
KDCA,Reagan National,-1,211,211,1,1
KDCA,Reagan National,0,81,81,0,0
KDEN,Denver International,-3,152,152,1,1
KDEN,Denver International,-2,330,330,14,14
KDEN,Denver International,-1,292,292,10,10
KDEN,Denver International,0,170,170,2,2
KDFW,Dallas-Fort Worth International,-3,326,326,0,0
KDFW,Dallas-Fort Worth International,-2,845,845,708,708
KDFW,Dallas-Fort Worth International,-1,546,546,179,179
KDFW,Dallas-Fort Worth International,0,325,325,9,9
KDTW,Detroit Metropolitan Wayne County,-3,60,60,1,1
KDTW,Detroit Metropolitan Wayne County,-2,122,122,6,6
KDTW,Detroit Metropolitan Wayne County,-1,92,92,2,2
KDTW,Detroit Metropolitan Wayne County,0,46,46,2,2
KEWR,Newark Liberty International,-3,108,108,4,4
KEWR,Newark Liberty International,-2,240,240,9,9
KEWR,Newark Liberty International,-1,189,189,12,12
KEWR,Newark Liberty International,0,130,130,10,10
KFLL,Fort Lauderdale-Hollywood International,-3,53,53,2,2
KFLL,Fort Lauderdale-Hollywood International,-2,115,115,8,8
KFLL,Fort Lauderdale-Hollywood International,-1,118,118,1,1
KFLL,Fort Lauderdale-Hollywood International,0,107,107,3,3
PHNL,Honolulu International,-3,53,53,0,0
PHNL,Honolulu International,-2,61,61,1,1
PHNL,Honolulu International,-1,98,98,4,4
PHNL,Honolulu International,0,46,46,4,4
KHOU,Houston Hobby,-3,38,38,0,0
KHOU,Houston Hobby,-2,107,107,11,11
KHOU,Houston Hobby,-1,77,77,0,0
KHOU,Houston Hobby,0,34,34,1,1
KIAD,Washington Dulles International,-3,94,94,0,0
KIAD,Washington Dulles International,-2,132,132,2,2
KIAD,Washington Dulles International,-1,114,114,2,2
KIAD,Washington Dulles International,0,69,69,1,1
KIAH,George Bush Houston Intercontinental,-3,112,112,9,9
KIAH,George Bush Houston Intercontinental,-2,278,278,26,26
KIAH,George Bush Houston Intercontinental,-1,263,263,12,12
KIAH,George Bush Houston Intercontinental,0,122,122,0,0
KIND,Indianapolis International,-3,28,28,2,2
KIND,Indianapolis International,-2,45,45,4,4
KIND,Indianapolis International,-1,43,43,3,3
KIND,Indianapolis International,0,29,29,0,0
KJFK,John F. Kennedy International,-3,117,117,4,4
KJFK,John F. Kennedy International,-2,189,189,5,5
KJFK,John F. Kennedy International,-1,211,211,9,9
KJFK,John F. Kennedy International,0,147,147,8,8
KLAS,Las Vegas Reid International,-3,169,169,2,2
KLAS,Las Vegas Reid International,-2,227,227,13,13
KLAS,Las Vegas Reid International,-1,287,287,12,12
KLAS,Las Vegas Reid International,0,82,82,2,2
KLAX,Los Angeles International,-3,185,185,3,3
KLAX,Los Angeles International,-2,449,449,18,18
KLAX,Los Angeles International,-1,431,431,20,20
KLAX,Los Angeles International,0,201,201,6,6
KLGA,LaGuardia Airport,-3,171,171,3,3
KLGA,LaGuardia Airport,-2,160,160,8,8
KLGA,LaGuardia Airport,-1,115,115,4,4
KLGA,LaGuardia Airport,0,89,89,2,2
KMCO,Orlando International,-3,57,57,1,1
KMCO,Orlando International,-2,136,136,17,17
KMCO,Orlando International,-1,235,235,2,2
KMCO,Orlando International,0,151,151,5,5
KMDW,Chicago Midway,-3,28,28,0,0
KMDW,Chicago Midway,-2,78,78,1,1
KMDW,Chicago Midway,-1,66,66,0,0
KMDW,Chicago Midway,0,38,38,1,1
KMEM,Memphis International,-3,14,14,0,0
KMEM,Memphis International,-2,40,40,7,7
KMEM,Memphis International,-1,46,46,2,2
KMEM,Memphis International,0,15,15,0,0
KMIA,Miami International,-3,156,156,2,2
KMIA,Miami International,-2,245,245,8,8
KMIA,Miami International,-1,221,221,5,5
KMIA,Miami International,0,195,195,4,4
KMSP,Minneapolis/St. Paul International,-3,44,44,0,0
KMSP,Minneapolis/St. Paul International,-2,138,138,7,7
