icao,name,day,totalDelays,totalUsDelays,totalCancellations,totalUsCancellations
,All,-3,22687,6115,902,202
,All,-2,29307,10078,2170,1508
,All,-1,26808,6433,938,374
,All,0,19266,3068,734,122
PANC,Anchorage International,-3,76,76,9,9
PANC,Anchorage International,-2,100,100,13,13
PANC,Anchorage International,-1,99,99,15,15
PANC,Anchorage International,0,70,70,9,9
KATL,Hartsfield-Jackson Atlanta International,-3,358,358,10,10
KATL,Hartsfield-Jackson Atlanta International,-2,642,642,99,99
KATL,Hartsfield-Jackson Atlanta International,-1,387,387,46,46
KATL,Hartsfield-Jackson Atlanta International,0,178,178,21,21
KBOS,Boston Logan International,-3,191,191,3,3
KBOS,Boston Logan International,-2,608,608,81,81
KBOS,Boston Logan International,-1,246,246,26,26
KBOS,Boston Logan International,0,95,95,5,5
KBWI,Baltimore-Washington International Marshall,-3,188,188,0,0
KBWI,Baltimore-Washington International Marshall,-2,307,307,8,8
KBWI,Baltimore-Washington International Marshall,-1,99,99,4,4
KBWI,Baltimore-Washington International Marshall,0,36,36,1,1
KCLT,Charlotte Douglas International,-3,222,222,10,10
KCLT,Charlotte Douglas International,-2,470,470,43,43
KCLT,Charlotte Douglas International,-1,254,254,10,10
KCLT,Charlotte Douglas International,0,114,114,0,0
KCVG,Cincinnati/Northern Kentucky International,-3,101,101,3,3
KCVG,Cincinnati/Northern Kentucky International,-2,171,171,30,30
KCVG,Cincinnati/Northern Kentucky International,-1,99,99,5,5
KCVG,Cincinnati/Northern Kentucky International,0,34,34,0,0
KDAL,Dallas Love Field,-3,53,53,0,0
KDAL,Dallas Love Field,-2,114,114,2,2
KDAL,Dallas Love Field,-1,39,39,0,0
KDAL,Dallas Love Field,0,29,29,0,0
KDCA,Reagan National,-3,170,170,6,6
KDCA,Reagan National,-2,411,411,88,88
KDCA,Reagan National,-1,294,294,14,14
KDCA,Reagan National,0,155,155,2,2
KDEN,Denver International,-3,308,308,3,3
KDEN,Denver International,-2,425,425,22,22
KDEN,Denver International,-1,196,196,3,3
KDEN,Denver International,0,86,86,5,5
KDFW,Dallas-Fort Worth International,-3,438,438,12,12
KDFW,Dallas-Fort Worth International,-2,543,543,21,21
KDFW,Dallas-Fort Worth International,-1,372,372,10,10
KDFW,Dallas-Fort Worth International,0,204,204,2,2
KDTW,Detroit Metropolitan Wayne County,-3,228,228,9,9
KDTW,Detroit Metropolitan Wayne County,-2,358,358,59,59
KDTW,Detroit Metropolitan Wayne County,-1,318,318,22,22
KDTW,Detroit Metropolitan Wayne County,0,85,85,3,3
KEWR,Newark Liberty International,-3,301,301,7,7
KEWR,Newark Liberty International,-2,643,643,254,254
KEWR,Newark Liberty International,-1,452,452,16,16
KEWR,Newark Liberty International,0,157,157,6,6
KFLL,Fort Lauderdale-Hollywood International,-3,247,247,4,4
KFLL,Fort Lauderdale-Hollywood International,-2,410,410,45,45
KFLL,Fort Lauderdale-Hollywood International,-1,268,268,14,14
KFLL,Fort Lauderdale-Hollywood International,0,100,100,0,0
PHNL,Honolulu International,-3,118,118,5,5
PHNL,Honolulu International,-2,194,194,6,6
PHNL,Honolulu International,-1,146,146,4,4
PHNL,Honolulu International,0,101,101,3,3
KHOU,Houston Hobby,-3,60,60,0,0
KHOU,Houston Hobby,-2,78,78,3,3
KHOU,Houston Hobby,-1,37,37,0,0
KHOU,Houston Hobby,0,19,19,0,0
KIAD,Washington Dulles International,-3,205,205,4,4
KIAD,Washington Dulles International,-2,309,309,24,24
KIAD,Washington Dulles International,-1,172,172,10,10
KIAD,Washington Dulles International,0,103,103,4,4
KIAH,George Bush Houston Intercontinental,-3,205,205,5,5
KIAH,George Bush Houston Intercontinental,-2,382,382,21,21
KIAH,George Bush Houston Intercontinental,-1,190,190,5,5
KIAH,George Bush Houston Intercontinental,0,111,111,2,2
KIND,Indianapolis International,-3,132,132,17,17
KIND,Indianapolis International,-2,131,131,28,28
KIND,Indianapolis International,-1,74,74,3,3
KIND,Indianapolis International,0,24,24,2,2
KJFK,John F. Kennedy International,-3,383,383,9,9
KJFK,John F. Kennedy International,-2,687,687,277,277
KJFK,John F. Kennedy International,-1,586,586,73,73
KJFK,John F. Kennedy International,0,261,261,11,11
KLAS,Las Vegas Reid International,-3,166,166,1,1
KLAS,Las Vegas Reid International,-2,314,314,16,16
KLAS,Las Vegas Reid International,-1,123,123,1,1
KLAS,Las Vegas Reid International,0,67,67,3,3
KLAX,Los Angeles International,-3,293,293,4,4
KLAX,Los Angeles International,-2,423,423,35,35
KLAX,Los Angeles International,-1,278,278,10,10
KLAX,Los Angeles International,0,170,170,7,7
KLGA,LaGuardia Airport,-3,213,213,16,16
KLGA,LaGuardia Airport,-2,516,516,432,432
KLGA,LaGuardia Airport,-1,411,411,60,60
KLGA,LaGuardia Airport,0,143,143,0,0
KMCO,Orlando International,-3,243,243,4,4
KMCO,Orlando International,-2,467,467,50,50
KMCO,Orlando International,-1,259,259,15,15
KMCO,Orlando International,0,102,102,2,2
KMDW,Chicago Midway,-3,107,107,0,0
