icao,name,day,totalDelays,totalUsDelays,totalCancellations,totalUsCancellations
,All,-3,35783,9533,1787,487
,All,-2,31998,7818,1708,320
,All,-1,23807,3644,1351,138
,All,0,14573,1073,1327,123
PANC,Anchorage International,-3,114,114,21,21
PANC,Anchorage International,-2,171,171,13,13
PANC,Anchorage International,-1,121,121,19,19
PANC,Anchorage International,0,27,27,6,6
KATL,Hartsfield-Jackson Atlanta International,-3,594,594,71,71
KATL,Hartsfield-Jackson Atlanta International,-2,980,980,63,63
KATL,Hartsfield-Jackson Atlanta International,-1,307,307,15,15
KATL,Hartsfield-Jackson Atlanta International,0,56,56,7,7
KBOS,Boston Logan International,-3,409,409,21,21
KBOS,Boston Logan International,-2,315,315,14,14
KBOS,Boston Logan International,-1,151,151,4,4
KBOS,Boston Logan International,0,40,40,29,29
KBWI,Baltimore-Washington International Marshall,-3,198,198,8,8
KBWI,Baltimore-Washington International Marshall,-2,137,137,5,5
KBWI,Baltimore-Washington International Marshall,-1,50,50,1,1
KBWI,Baltimore-Washington International Marshall,0,15,15,0,0
KCLT,Charlotte Douglas International,-3,311,311,6,6
KCLT,Charlotte Douglas International,-2,271,271,4,4
KCLT,Charlotte Douglas International,-1,114,114,2,2
KCLT,Charlotte Douglas International,0,36,36,4,4
KCVG,Cincinnati/Northern Kentucky International,-3,53,53,0,0
KCVG,Cincinnati/Northern Kentucky International,-2,52,52,1,1
KCVG,Cincinnati/Northern Kentucky International,-1,20,20,1,1
KCVG,Cincinnati/Northern Kentucky International,0,6,6,3,3
KDAL,Dallas Love Field,-3,74,74,0,0
KDAL,Dallas Love Field,-2,56,56,0,0
KDAL,Dallas Love Field,-1,14,14,0,0
KDAL,Dallas Love Field,0,8,8,0,0
KDCA,Reagan National,-3,226,226,0,0
KDCA,Reagan National,-2,202,202,6,6
KDCA,Reagan National,-1,145,145,1,1
KDCA,Reagan National,0,28,28,1,1
KDEN,Denver International,-3,495,495,11,11
KDEN,Denver International,-2,373,373,10,10
KDEN,Denver International,-1,153,153,2,2
KDEN,Denver International,0,22,22,2,2
KDFW,Dallas-Fort Worth International,-3,716,716,27,27
KDFW,Dallas-Fort Worth International,-2,391,391,14,14
KDFW,Dallas-Fort Worth International,-1,224,224,3,3
KDFW,Dallas-Fort Worth International,0,69,69,4,4
KDTW,Detroit Metropolitan Wayne County,-3,292,292,21,21
KDTW,Detroit Metropolitan Wayne County,-2,164,164,13,13
KDTW,Detroit Metropolitan Wayne County,-1,100,100,11,11
KDTW,Detroit Metropolitan Wayne County,0,26,26,6,6
KEWR,Newark Liberty International,-3,441,441,10,10
KEWR,Newark Liberty International,-2,303,303,13,13
KEWR,Newark Liberty International,-1,129,129,4,4
KEWR,Newark Liberty International,0,38,38,4,4
KFLL,Fort Lauderdale-Hollywood International,-3,513,513,28,28
KFLL,Fort Lauderdale-Hollywood International,-2,381,381,12,12
KFLL,Fort Lauderdale-Hollywood International,-1,160,160,14,14
KFLL,Fort Lauderdale-Hollywood International,0,25,25,4,4
PHNL,Honolulu International,-3,244,244,0,0
PHNL,Honolulu International,-2,193,193,0,0
PHNL,Honolulu International,-1,105,105,0,0
PHNL,Honolulu International,0,38,38,1,1
KHOU,Houston Hobby,-3,53,53,0,0
KHOU,Houston Hobby,-2,53,53,0,0
KHOU,Houston Hobby,-1,15,15,0,0
