icao,name,day,totalDelays,totalUsDelays,totalCancellations,totalUsCancellations
,All,-1,18882,3575,479,48
,All,0,11112,855,337,27
PANC,Anchorage International,-3,74,74,1,1
PANC,Anchorage International,-2,99,99,2,2
PANC,Anchorage International,-1,64,64,6,6
PANC,Anchorage International,0,27,27,0,0
KATL,Hartsfield-Jackson Atlanta International,-3,286,286,9,9
KATL,Hartsfield-Jackson Atlanta International,-2,257,257,4,4
KATL,Hartsfield-Jackson Atlanta International,-1,166,166,3,3
KATL,Hartsfield-Jackson Atlanta International,0,38,38,4,4
KBOS,Boston Logan International,-3,163,163,9,9
KBOS,Boston Logan International,-2,143,143,5,5
KBOS,Boston Logan International,-1,91,91,2,2
KBOS,Boston Logan International,0,23,23,0,0
KBWI,Baltimore-Washington International Marshall,-3,71,71,0,0
KBWI,Baltimore-Washington International Marshall,-2,37,37,0,0
KBWI,Baltimore-Washington International Marshall,-1,47,47,0,0
KBWI,Baltimore-Washington International Marshall,0,11,11,0,0
KCLT,Charlotte Douglas International,-3,221,221,4,4
KCLT,Charlotte Douglas International,-2,124,124,2,2
KCLT,Charlotte Douglas International,-1,75,75,0,0
KCLT,Charlotte Douglas International,0,14,14,0,0
KCVG,Cincinnati/Northern Kentucky International,-3,37,37,4,4
KCVG,Cincinnati/Northern Kentucky International,-2,33,33,2,2
KCVG,Cincinnati/Northern Kentucky International,-1,59,59,0,0
KCVG,Cincinnati/Northern Kentucky International,0,3,3,0,0
KDAL,Dallas Love Field,-3,57,57,2,2
KDAL,Dallas Love Field,-2,49,49,0,0
KDAL,Dallas Love Field,-1,60,60,0,0
KDAL,Dallas Love Field,0,18,18,0,0
KDCA,Reagan National,-3,308,308,4,4
KDCA,Reagan National,-2,178,178,2,2
KDCA,Reagan National,-1,184,184,0,0
KDCA,Reagan National,0,15,15,0,0
KDEN,Denver International,-3,213,213,12,12
KDEN,Denver International,-2,221,221,4,4
KDEN,Denver International,-1,164,164,0,0
KDEN,Denver International,0,43,43,0,0
KDFW,Dallas-Fort Worth International,-3,277,277,3,3
KDFW,Dallas-Fort Worth International,-2,259,259,3,3
KDFW,Dallas-Fort Worth International,-1,217,217,1,1
KDFW,Dallas-Fort Worth International,0,37,37,0,0
KDTW,Detroit Metropolitan Wayne County,-3,118,118,5,5
KDTW,Detroit Metropolitan Wayne County,-2,118,118,2,2
KDTW,Detroit Metropolitan Wayne County,-1,127,127,2,2
KDTW,Detroit Metropolitan Wayne County,0,22,22,0,0
KEWR,Newark Liberty International,-3,174,174,20,20
KEWR,Newark Liberty International,-2,187,187,6,6
KEWR,Newark Liberty International,-1,124,124,1,1
KEWR,Newark Liberty International,0,30,30,2,2
KFLL,Fort Lauderdale-Hollywood International,-3,139,139,8,8
KFLL,Fort Lauderdale-Hollywood International,-2,110,110,1,1
KFLL,Fort Lauderdale-Hollywood International,-1,47,47,2,2
KFLL,Fort Lauderdale-Hollywood International,0,13,13,2,2
PHNL,Honolulu International,-3,75,75,2,2
PHNL,Honolulu International,-2,65,65,5,5
PHNL,Honolulu International,-1,50,50,0,0
PHNL,Honolulu International,0,11,11,0,0
KHOU,Houston Hobby,-3,43,43,0,0
KHOU,Houston Hobby,-2,26,26,0,0
KHOU,Houston Hobby,-1,37,37,0,0
KHOU,Houston Hobby,0,8,8,0,0
KIAD,Washington Dulles International,-3,270,270,13,13
KIAD,Washington Dulles International,-2,110,110,4,4
KIAD,Washington Dulles International,-1,85,85,2,2
KIAD,Washington Dulles International,0,14,14,0,0
KIAH,George Bush Houston Intercontinental,-3,130,130,8,8
KIAH,George Bush Houston Intercontinental,-2,130,130,4,4
KIAH,George Bush Houston Intercontinental,-1,119,119,3,3
KIAH,George Bush Houston Intercontinental,0,23,23,3,3
