icao,name,day,totalDelays,totalUsDelays,totalCancellations,totalUsCancellations
,All,-3,24126,0,766,243
,All,-2,26006,7284,874,284
,All,-1,33563,7424,1193,320
,All,0,28469,6297,1986,1009
PANC,Anchorage International,-3,91,91,14,14
PANC,Anchorage International,-2,51,51,9,9
PANC,Anchorage International,-1,86,86,11,11
PANC,Anchorage International,0,37,37,12,12
KATL,Hartsfield-Jackson Atlanta International,-3,355,355,14,14
KATL,Hartsfield-Jackson Atlanta International,-2,309,309,9,9
KATL,Hartsfield-Jackson Atlanta International,-1,415,415,31,31
KATL,Hartsfield-Jackson Atlanta International,0,401,401,82,82
KBOS,Boston Logan International,-3,250,250,14,14
KBOS,Boston Logan International,-2,359,359,29,29
KBOS,Boston Logan International,-1,267,267,25,25
KBOS,Boston Logan International,0,220,220,55,55
KBWI,Baltimore-Washington International Marshall,-3,129,129,1,1
KBWI,Baltimore-Washington International Marshall,-2,126,126,7,7
KBWI,Baltimore-Washington International Marshall,-1,122,122,9,9
KBWI,Baltimore-Washington International Marshall,0,117,117,21,21
KCLT,Charlotte Douglas International,-3,231,231,3,3
KCLT,Charlotte Douglas International,-2,251,251,11,11
KCLT,Charlotte Douglas International,-1,251,251,11,11
KCLT,Charlotte Douglas International,0,225,225,38,38
KCVG,Cincinnati/Northern Kentucky International,-3,55,55,0,0
KCVG,Cincinnati/Northern Kentucky International,-2,47,47,2,2
KCVG,Cincinnati/Northern Kentucky International,-1,65,65,0,0
KCVG,Cincinnati/Northern Kentucky International,0,50,50,4,4
KDAL,Dallas Love Field,-3,48,48,0,0
KDAL,Dallas Love Field,-2,70,70,1,1
KDAL,Dallas Love Field,-1,61,61,0,0
KDCA,Reagan National,0,126,126,5,5
KDEN,Denver International,-3,265,265,3,3
KDEN,Denver International,-2,343,343,3,3
KDEN,Denver International,-1,338,338,5,5
KDEN,Denver International,0,321,321,28,28
KDFW,Dallas-Fort Worth International,-3,283,283,7,7
KDFW,Dallas-Fort Worth International,-2,353,353,9,9
KDFW,Dallas-Fort Worth International,-1,473,473,8,8
KDFW,Dallas-Fort Worth International,0,360,360,27,27
KDTW,Detroit Metropolitan Wayne County,-3,423,423,20,20
KDTW,Detroit Metropolitan Wayne County,-2,298,298,9,9
KDTW,Detroit Metropolitan Wayne County,-1,292,292,19,19
KDTW,Detroit Metropolitan Wayne County,0,204,204,30,30
KEWR,Newark Liberty International,-3,297,297,4,4
KEWR,Newark Liberty International,-2,325,325,10,10
KEWR,Newark Liberty International,-1,198,198,12,12
KEWR,Newark Liberty International,0,214,214,55,55
KFLL,Fort Lauderdale-Hollywood International,-3,288,288,16,16
KFLL,Fort Lauderdale-Hollywood International,-2,315,315,34,34
KFLL,Fort Lauderdale-Hollywood International,-1,381,381,39,39
KFLL,Fort Lauderdale-Hollywood International,0,375,375,64,64
PHNL,Honolulu International,-3,58,58,1,1
PHNL,Honolulu International,-2,79,79,2,2
PHNL,Honolulu International,-1,141,141,3,3
PHNL,Honolulu International,0,78,78,1,1
KHOU,Houston Hobby,-3,43,43,0,0
KHOU,Houston Hobby,-2,56,56,0,0
KHOU,Houston Hobby,-1,54,54,0,0
KHOU,Houston Hobby,0,64,64,3,3
KIAD,Washington Dulles International,-3,171,171,6,6
KIAD,Washington Dulles International,-2,197,197,3,3
KIAD,Washington Dulles International,-1,139,139,6,6
KIAD,Washington Dulles International,0,152,152,21,21
KIAH,George Bush Houston Intercontinental,-3,142,142,1,1
KIAH,George Bush Houston Intercontinental,-2,180,180,4,4
KIAH,George Bush Houston Intercontinental,-1,180,180,14,14
KIAH,George Bush Houston Intercontinental,0,212,212,27,27
KIND,Indianapolis International,-3,63,63,0,0
KIND,Indianapolis International,-2,52,52,1,1
KIND,Indianapolis International,-1,71,71,3,3
KIND,Indianapolis International,0,66,66,0,0
KJFK,John F. Kennedy International,-3,283,283,8,8
KJFK,John F. Kennedy International,-2,437,437,10,10
KJFK,John F. Kennedy International,-1,429,429,18,18
KJFK,John F. Kennedy International,0,228,228,138,138
KLAS,Las Vegas Reid International,-3,194,194,2,2
KLAS,Las Vegas Reid International,-2,610,610,16,16
KLAS,Las Vegas Reid International,-1,289,289,16,16
KLAS,Las Vegas Reid International,0,437,437,13,13
KLAX,Los Angeles International,-3,401,401,10,10
KLAX,Los Angeles International,-2,521,521,11,11
KLAX,Los Angeles International,-1,605,605,19,19
KLAX,Los Angeles International,0,392,392,27,27
KLGA,LaGuardia Airport,-3,141,141,10,10
KLGA,LaGuardia Airport,-2,159,159,17,17
KLGA,LaGuardia Airport,-1,166,166,15,15
KLGA,LaGuardia Airport,0,124,124,9,9
KMCO,Orlando International,-3,276,276,8,8
KMCO,Orlando International,-2,347,347,20,20
KMCO,Orlando International,-1,378,378,21,21
KMCO,Orlando International,0,470,470,74,74
KMDW,Chicago Midway,-3,145,145,0,0
KMDW,Chicago Midway,-2,75,75,2,2
KMDW,Chicago Midway,-1,61,61,0,0
KMDW,Chicago Midway,0,76,76,5,5
KMEM,Memphis International,-3,16,16,0,0
KMEM,Memphis International,-2,25,25,0,0
KMEM,Memphis International,-1,27,27,0,0
KMEM,Memphis International,0,24,24,0,0
KMIA,Miami International,-3,230,230,1,1
KMIA,Miami International,-2,235,235,6,6
KMIA,Miami International,-1,372,372,14,14
KMIA,Miami International,0,354,354,105,105
KMSP,Minneapolis/St. Paul International,-3,318,318,6,6
KMSP,Minneapolis/St. Paul International,-2,303,303,3,3
KMSP,Minneapolis/St. Paul International,-1,205,205,6,6
KMSP,Minneapolis/St. Paul International,0,174,174,18,18
KOAK,Oakland International,-3,35,35,0,0
KOAK,Oakland International,-2,61,61,5,5
KOAK,Oakland International,-1,72,72,1,1
KOAK,Oakland International,0,49,49,4,4
KONT,Ontario International,-3,42,42,0,0
KONT,Ontario International,-2,55,55,0,0
KONT,Ontario International,-1,45,45,3,3
KONT,Ontario International,0,27,27,2,2
KORD,Chicago O'Hare International,-3,876,876,46,46
KORD,Chicago O'Hare International,-2,739,739,16,16
KORD,Chicago O'Hare International,-1,559,559,8,8
KORD,Chicago O'Hare International,0,465,465,43,43
KPDX,Portland International,-3,123,123,1,1
KPDX,Portland International,-2,114,114,3,3
KPDX,Portland International,-1,131,131,3,3
KPDX,Portland International,0,91,91,7,7
KPHL,Philadelphia International,-3,181,181,3,3
KPHL,Philadelphia International,-2,248,248,4,4
KPHL,Philadelphia International,-1,199,199,6,6
KPHL,Philadelphia International,0,132,132,29,29
KPHX,Phoenix Sky Harbor International,-3,243,243,2,2
KPHX,Phoenix Sky Harbor International,-2,436,436,13,13
KPHX,Phoenix Sky Harbor International,-1,403,403,10,10
KPHX,Phoenix Sky Harbor International,0,239,239,21,21
KSAN,San Diego International,-3,237,237,5,5
KSAN,San Diego International,-2,310,310,53,53
KSAN,San Diego International,-1,327,327,15,15
KSAN,San Diego International,0,142,142,12,12
KSDF,Louisville International,-3,33,33,1,1
KSDF,Louisville International,-2,27,27,2,2
KSDF,Louisville International,-1,30,30,2,2
KSDF,Louisville International,0,19,19,1,1
KSEA,Seattle-Tacoma International,-3,410,410,29,29
KSEA,Seattle-Tacoma International,-2,219,219,10,10
KSEA,Seattle-Tacoma International,-1,304,304,7,7
KSEA,Seattle-Tacoma International,0,226,226,26,26
KSFO,San Francisco International,-3,292,292,7,7
KSFO,San Francisco International,-2,407,407,9,9
KSFO,San Francisco International,-1,581,581,27,27
KSFO,San Francisco International,0,450,450,50,50
KSLC,Salt Lake City International,-3,90,90,1,1
KSLC,Salt Lake City International,-2,150,150,3,3
KSLC,Salt Lake City International,-1,148,148,4,4
KSLC,Salt Lake City International,0,112,112,13,13
KTEB,Teterboro,-3,0,0,0,0
KTEB,Teterboro,-2,0,0,0,0
KTEB,Teterboro,-1,0,0,0,0
KTEB,Teterboro,0,0,0,0,0
KTPA,Tampa International,-3,119,119,4,4
KTPA,Tampa International,-2,109,109,0,0
KTPA,Tampa International,-1,149,149,6,6
KTPA,Tampa International,0,173,173,16,16
