icao,name,day,totalDelays,totalUsDelays,totalCancellations,totalUsCancellations
,All,-3,25753,6003,737,136
,All,-2,26095,7182,683,183
,All,-1,20957,4257,507,150
,All,0,15547,2203,473,103
PANC,Anchorage International,-3,111,111,8,8
PANC,Anchorage International,-2,82,82,10,10
PANC,Anchorage International,-1,89,89,6,6
PANC,Anchorage International,0,38,38,0,0
KATL,Hartsfield-Jackson Atlanta International,-3,363,363,15,15
KATL,Hartsfield-Jackson Atlanta International,-2,461,461,17,17
KATL,Hartsfield-Jackson Atlanta International,-1,268,268,16,16
KATL,Hartsfield-Jackson Atlanta International,0,172,172,22,22
KBOS,Boston Logan International,-3,165,165,3,3
KBOS,Boston Logan International,-2,265,265,12,12
KBOS,Boston Logan International,-1,159,159,19,19
KBOS,Boston Logan International,0,103,103,15,15
KBWI,Baltimore-Washington International Marshall,-3,141,141,2,2
KBWI,Baltimore-Washington International Marshall,-2,151,151,2,2
KBWI,Baltimore-Washington International Marshall,-1,43,43,1,1
KBWI,Baltimore-Washington International Marshall,0,36,36,2,2
KCLT,Charlotte Douglas International,-3,184,184,1,1
KCLT,Charlotte Douglas International,-2,237,237,2,2
KCLT,Charlotte Douglas International,-1,84,84,4,4
KCLT,Charlotte Douglas International,0,38,38,1,1
KCVG,Cincinnati/Northern Kentucky International,0,12,12,0,0
KDAL,Dallas Love Field,-3,66,66,2,2
KDAL,Dallas Love Field,-2,78,78,0,0
KDAL,Dallas Love Field,-1,38,38,0,0
KDAL,Dallas Love Field,0,4,4,0,0
KDCA,Reagan National,-3,106,106,0,0
KDCA,Reagan National,-2,190,190,9,9
KDCA,Reagan National,-1,70,70,0,0
KDCA,Reagan National,0,26,26,0,0
KDEN,Denver International,-3,339,339,3,3
KDEN,Denver International,-2,393,393,3,3
KDEN,Denver International,-1,189,189,1,1
KDEN,Denver International,0,136,136,1,1
KDFW,Dallas-Fort Worth International,-3,453,453,8,8
KDFW,Dallas-Fort Worth International,-2,434,434,12,12
KDFW,Dallas-Fort Worth International,-1,233,233,2,2
KDFW,Dallas-Fort Worth International,0,177,177,2,2
KDTW,Detroit Metropolitan Wayne County,-3,124,124,3,3
KDTW,Detroit Metropolitan Wayne County,-2,147,147,4,4
KDTW,Detroit Metropolitan Wayne County,-1,97,97,2,2
KDTW,Detroit Metropolitan Wayne County,0,57,57,4,4
KEWR,Newark Liberty International,-3,215,215,6,6
KEWR,Newark Liberty International,-2,441,441,3,3
KEWR,Newark Liberty International,-1,152,152,6,6
KEWR,Newark Liberty International,0,103,103,1,1
KFLL,Fort Lauderdale-Hollywood International,-3,295,295,14,14
KFLL,Fort Lauderdale-Hollywood International,-2,325,325,5,5
KFLL,Fort Lauderdale-Hollywood International,-1,171,171,15,15
KFLL,Fort Lauderdale-Hollywood International,0,94,94,8,8
PHNL,Honolulu International,-3,179,179,5,5
PHNL,Honolulu International,-2,140,140,3,3
PHNL,Honolulu International,-1,82,82,3,3
PHNL,Honolulu International,0,43,43,4,4
KHOU,Houston Hobby,-3,44,44,1,1
KHOU,Houston Hobby,-2,69,69,1,1
KHOU,Houston Hobby,-1,33,33,0,0
KHOU,Houston Hobby,0,12,12,0,0
KIAD,Washington Dulles International,-3,106,106,0,0
KIAD,Washington Dulles International,-2,142,142,0,0
KIAD,Washington Dulles International,-1,94,94,0,0
KIAD,Washington Dulles International,0,59,59,2,2
KIAH,George Bush Houston Intercontinental,-3,219,219,6,6
KIAH,George Bush Houston Intercontinental,-2,164,164,9,9
KIAH,George Bush Houston Intercontinental,-1,165,165,5,5
KIAH,George Bush Houston Intercontinental,0,107,107,2,2
KIND,Indianapolis International,-3,39,39,2,2
KIND,Indianapolis International,-2,52,52,2,2
KIND,Indianapolis International,-1,20,20,0,0
KIND,Indianapolis International,0,4,4,0,0
KJFK,John F. Kennedy International,-3,315,315,15,15
KJFK,John F. Kennedy International,-2,368,368,16,16
KJFK,John F. Kennedy International,-1,168,168,9,9
KJFK,John F. Kennedy International,0,113,113,13,13
KLAS,Las Vegas Reid International,-3,234,234,7,7
KLAS,Las Vegas Reid International,-2,309,309,4,4
KLAS,Las Vegas Reid International,-1,253,253,7,7
KLAS,Las Vegas Reid International,0,84,84,1,1
KLAX,Los Angeles International,-3,404,404,16,16
KLAX,Los Angeles International,-2,575,575,8,8
KLAX,Los Angeles International,-1,479,479,7,7
KLAX,Los Angeles International,0,193,193,9,9
KLGA,LaGuardia Airport,-3,171,171,4,4
KLGA,LaGuardia Airport,-2,280,280,9,9
KLGA,LaGuardia Airport,-1,57,57,6,6
KLGA,LaGuardia Airport,0,29,29,2,2
KMCO,Orlando International,-3,266,266,8,8
KMCO,Orlando International,-2,357,357,5,5
KMCO,Orlando International,-1,126,126,8,8
KMCO,Orlando International,0,91,91,1,1
KMDW,Chicago Midway,-3,58,58,1,1
KMDW,Chicago Midway,-2,90,90,0,0
KMDW,Chicago Midway,-1,31,31,1,1
KMDW,Chicago Midway,0,12,12,1,1
KMEM,Memphis International,-3,29,29,0,0
KMEM,Memphis International,-2,29,29,0,0
KMEM,Memphis International,-1,12,12,1,1
KMEM,Memphis International,0,7,7,0,0
KMIA,Miami International,-3,221,221,10,10
KMIA,Miami International,-2,261,261,1,1
KMIA,Miami International,-1,123,123,6,6
KMIA,Miami International,0,61,61,0,0
KMSP,Minneapolis/St. Paul International,-3,152,152,2,2
KMSP,Minneapolis/St. Paul International,-2,168,168,6,6
KMSP,Minneapolis/St. Paul International,-1,73,73,3,3
KMSP,Minneapolis/St. Paul International,0,64,64,5,5
KOAK,Oakland International,-3,59,59,0,0
KOAK,Oakland International,-2,89,89,0,0
KOAK,Oakland International,-1,65,65,5,5
KOAK,Oakland International,0,15,15,0,0
KONT,Ontario International,-3,47,47,3,3
KONT,Ontario International,-2,57,57,1,1
KONT,Ontario International,-1,43,43,1,1
KONT,Ontario International,0,12,12,2,2
KORD,Chicago O'Hare International,-3,433,433,6,6
KORD,Chicago O'Hare International,-2,352,352,14,14
KORD,Chicago O'Hare International,-1,246,246,5,5
KORD,Chicago O'Hare International,0,124,124,0,0
KPDX,Portland International,-3,130,130,0,0
KPDX,Portland International,-2,138,138,1,1
KPDX,Portland International,-1,108,108,3,3
KPDX,Portland International,0,48,48,2,2
KPHL,Philadelphia International,-3,143,143,10,10
KPHL,Philadelphia International,-2,200,200,3,3
KPHL,Philadelphia International,-1,63,63,0,0
KPHL,Philadelphia International,0,22,22,1,1
KPHX,Phoenix Sky Harbor International,-3,258,258,8,8
KPHX,Phoenix Sky Harbor International,-2,284,284,5,5
KPHX,Phoenix Sky Harbor International,-1,199,199,8,8
KPHX,Phoenix Sky Harbor International,0,94,94,2,2
KSAN,San Diego International,-3,204,204,3,3
KSAN,San Diego International,-2,338,338,6,6
KSAN,San Diego International,-1,270,270,7,7
KSAN,San Diego International,0,60,60,3,3
KSDF,Louisville International,-3,23,23,1,1
KSDF,Louisville International,-2,34,34,1,1
KSDF,Louisville International,-1,11,11,1,1
KSDF,Louisville International,0,4,4,1,1
KSEA,Seattle-Tacoma International,-3,312,312,4,4
KSEA,Seattle-Tacoma International,-2,314,314,9,9
KSEA,Seattle-Tacoma International,-1,273,273,6,6
KSEA,Seattle-Tacoma International,0,106,106,9,9
KSFO,San Francisco International,-3,488,488,13,13
KSFO,San Francisco International,-2,564,564,34,34
KSFO,San Francisco International,-1,346,346,5,5
KSFO,San Francisco International,0,333,333,6,6
KSLC,Salt Lake City International,-3,117,117,1,1
KSLC,Salt Lake City International,-2,112,112,3,3
KSLC,Salt Lake City International,-1,64,64,5,5
KSLC,Salt Lake City International,0,25,25,4,4
KTEB,Teterboro,-3,0,0,0,0
KTEB,Teterboro,-2,0,0,0,0
KTEB,Teterboro,-1,0,0,0,0
KTEB,Teterboro,0,0,0,0,0
KTPA,Tampa International,-3,94,94,0,0
KTPA,Tampa International,-2,120,120,0,0
KTPA,Tampa International,-1,42,42,1,1
KTPA,Tampa International,0,43,43,6,6
