icao,name,day,totalDelays,totalUsDelays,totalCancellations,totalUsCancellations
,All,-3,24769,6128,867,289
,All,-2,23277,5477,703,108
,All,-1,24171,6575,960,123
,All,0,12786,518,364,42
PANC,Anchorage International,-3,87,87,3,3
PANC,Anchorage International,-2,81,81,0,0
PANC,Anchorage International,-1,74,74,1,1
PANC,Anchorage International,0,19,19,0,0
KATL,Hartsfield-Jackson Atlanta International,-3,346,346,8,8
KATL,Hartsfield-Jackson Atlanta International,-2,929,929,8,8
KATL,Hartsfield-Jackson Atlanta International,-1,287,287,2,2
KATL,Hartsfield-Jackson Atlanta International,0,35,35,4,4
KBOS,Boston Logan International,-3,131,131,2,2
KBOS,Boston Logan International,-2,162,162,2,2
KBOS,Boston Logan International,-1,199,199,9,9
KBOS,Boston Logan International,0,23,23,3,3
KBWI,Baltimore-Washington International Marshall,-3,91,91,3,3
KBWI,Baltimore-Washington International Marshall,-2,100,100,1,1
KBWI,Baltimore-Washington International Marshall,-1,86,86,0,0
KBWI,Baltimore-Washington International Marshall,0,0,0,0,0
KCLT,Charlotte Douglas International,-3,182,182,3,3
KCLT,Charlotte Douglas International,-2,234,234,0,0
KCLT,Charlotte Douglas International,-1,190,190,0,0
KCLT,Charlotte Douglas International,0,13,13,0,0
KCVG,Cincinnati/Northern Kentucky International,-3,38,38,4,4
KCVG,Cincinnati/Northern Kentucky International,-2,53,53,1,1
KCVG,Cincinnati/Northern Kentucky International,-1,70,70,2,2
KCVG,Cincinnati/Northern Kentucky International,0,3,3,0,0
KDAL,Dallas Love Field,-3,210,210,69,69
KDAL,Dallas Love Field,-2,68,68,0,0
KDAL,Dallas Love Field,-1,65,65,0,0
KDAL,Dallas Love Field,0,4,4,0,0
KDCA,Reagan National,-3,189,189,0,0
KDCA,Reagan National,-2,311,311,0,0
KDCA,Reagan National,-1,337,337,4,4
KDCA,Reagan National,0,16,16,1,1
KDEN,Denver International,-3,275,275,7,7
KDEN,Denver International,-2,261,261,0,0
KDEN,Denver International,-1,264,264,9,9
KDEN,Denver International,0,13,13,3,3
KDFW,Dallas-Fort Worth International,-3,1209,1209,115,115
KDFW,Dallas-Fort Worth International,-2,473,473,6,6
KDFW,Dallas-Fort Worth International,-1,414,414,2,2
KDFW,Dallas-Fort Worth International,0,16,16,2,2
KDTW,Detroit Metropolitan Wayne County,-3,109,109,2,2
KDTW,Detroit Metropolitan Wayne County,-2,132,132,0,0
KDTW,Detroit Metropolitan Wayne County,-1,250,250,4,4
KDTW,Detroit Metropolitan Wayne County,0,8,8,3,3
KEWR,Newark Liberty International,-3,156,156,5,5
KEWR,Newark Liberty International,-2,139,139,6,6
KEWR,Newark Liberty International,-1,206,206,6,6
KEWR,Newark Liberty International,0,17,17,2,2
KFLL,Fort Lauderdale-Hollywood International,-3,132,132,0,0
KFLL,Fort Lauderdale-Hollywood International,-2,116,116,1,1
KFLL,Fort Lauderdale-Hollywood International,-1,185,185,0,0
KFLL,Fort Lauderdale-Hollywood International,0,12,12,0,0
PHNL,Honolulu International,-3,52,52,2,2
PHNL,Honolulu International,-2,69,69,2,2
PHNL,Honolulu International,-1,69,69,1,1
PHNL,Honolulu International,0,8,8,2,2
KHOU,Houston Hobby,-3,170,170,10,10
KHOU,Houston Hobby,-2,48,48,0,0
KHOU,Houston Hobby,-1,36,36,0,0
KHOU,Houston Hobby,0,1,1,0,0
KIAD,Washington Dulles International,-3,102,102,4,4
KIAD,Washington Dulles International,-2,124,124,7,7
KIAD,Washington Dulles International,-1,126,126,5,5
KIAD,Washington Dulles International,0,21,21,1,1
KIAH,George Bush Houston Intercontinental,-3,684,684,7,7
KIAH,George Bush Houston Intercontinental,-2,216,216,8,8
KIAH,George Bush Houston Intercontinental,-1,242,242,4,4
KIAH,George Bush Houston Intercontinental,0,9,9,1,1
KIND,Indianapolis International,-3,52,52,2,2
KIND,Indianapolis International,-2,37,37,0,0
KIND,Indianapolis International,-1,82,82,0,0
KIND,Indianapolis International,0,1,1,0,0
KJFK,John F. Kennedy International,-3,152,152,6,6
KJFK,John F. Kennedy International,-2,194,194,4,4
KJFK,John F. Kennedy International,-1,309,309,5,5
KJFK,John F. Kennedy International,0,44,44,3,3
KLAS,Las Vegas Reid International,-3,245,245,4,4
KLAS,Las Vegas Reid International,-2,129,129,1,1
KLAS,Las Vegas Reid International,-1,233,233,5,5
KLAS,Las Vegas Reid International,0,17,17,0,0
KLAX,Los Angeles International,-3,299,299,11,11
KLAX,Los Angeles International,-2,213,213,4,4
KLAX,Los Angeles International,-1,238,238,3,3
KLAX,Los Angeles International,0,31,31,3,3
KLGA,LaGuardia Airport,-3,216,216,3,3
KLGA,LaGuardia Airport,-2,188,188,1,1
KLGA,LaGuardia Airport,-1,244,244,3,3
