icao,name,day,totalDelays,totalUsDelays,totalCancellations,totalUsCancellations
,All,-3,25173,4855,762,98
,All,-2,24531,4239,933,95
,All,-1,23833,4699,794,70
,All,0,13031,1007,299,34
PANC,Anchorage International,-3,96,96,12,12
PANC,Anchorage International,-2,99,99,16,16
PANC,Anchorage International,-1,95,95,6,6
PANC,Anchorage International,0,15,15,0,0
KATL,Hartsfield-Jackson Atlanta International,-3,236,236,10,10
KATL,Hartsfield-Jackson Atlanta International,-2,295,295,4,4
KATL,Hartsfield-Jackson Atlanta International,-1,763,763,8,8
KATL,Hartsfield-Jackson Atlanta International,0,87,87,2,2
KBOS,Boston Logan International,-3,109,109,0,0
KBOS,Boston Logan International,-2,117,117,4,4
KBOS,Boston Logan International,-1,119,119,1,1
KBOS,Boston Logan International,0,52,52,0,0
KBWI,Baltimore-Washington International Marshall,-3,46,46,0,0
KBWI,Baltimore-Washington International Marshall,-2,39,39,0,0
KBWI,Baltimore-Washington International Marshall,-1,64,64,1,1
KBWI,Baltimore-Washington International Marshall,0,17,17,0,0
KCLT,Charlotte Douglas International,-3,120,120,1,1
KCLT,Charlotte Douglas International,-2,189,189,0,0
KCLT,Charlotte Douglas International,-1,201,201,0,0
KCLT,Charlotte Douglas International,0,43,43,0,0
KCVG,Cincinnati/Northern Kentucky International,-3,24,24,0,0
KCVG,Cincinnati/Northern Kentucky International,-2,18,18,0,0
KCVG,Cincinnati/Northern Kentucky International,-1,21,21,0,0
KDAL,Dallas Love Field,-1,27,27,0,0
KDAL,Dallas Love Field,0,11,11,0,0
KDCA,Reagan National,-3,99,99,1,1
KDCA,Reagan National,-2,160,160,3,3
KDCA,Reagan National,-1,131,131,2,2
KDCA,Reagan National,0,18,18,0,0
KDEN,Denver International,-3,791,791,5,5
KDEN,Denver International,-2,292,292,4,4
KDEN,Denver International,-1,199,199,2,2
KDEN,Denver International,0,27,27,2,2
KDFW,Dallas-Fort Worth International,-3,332,332,3,3
KDFW,Dallas-Fort Worth International,-2,455,455,5,5
KDFW,Dallas-Fort Worth International,-1,378,378,3,3
KDFW,Dallas-Fort Worth International,0,56,56,2,2
KDTW,Detroit Metropolitan Wayne County,-3,103,103,7,7
KDTW,Detroit Metropolitan Wayne County,-2,92,92,4,4
KDTW,Detroit Metropolitan Wayne County,-1,132,132,6,6
KDTW,Detroit Metropolitan Wayne County,0,41,41,3,3
KEWR,Newark Liberty International,-3,99,99,6,6
KEWR,Newark Liberty International,-2,127,127,4,4
KEWR,Newark Liberty International,-1,169,169,1,1
KEWR,Newark Liberty International,0,36,36,4,4
KFLL,Fort Lauderdale-Hollywood International,-3,148,148,1,1
KFLL,Fort Lauderdale-Hollywood International,-2,134,134,0,0
KFLL,Fort Lauderdale-Hollywood International,-1,180,180,0,0
KFLL,Fort Lauderdale-Hollywood International,0,50,50,0,0
PHNL,Honolulu International,-3,83,83,0,0
PHNL,Honolulu International,-2,79,79,2,2
PHNL,Honolulu International,-1,116,116,5,5
PHNL,Honolulu International,0,27,27,8,8
KHOU,Houston Hobby,-3,41,41,0,0
KHOU,Houston Hobby,-2,58,58,0,0
KHOU,Houston Hobby,-1,23,23,0,0
KHOU,Houston Hobby,0,4,4,0,0
KIAD,Washington Dulles International,-3,77,77,0,0
KIAD,Washington Dulles International,-2,91,91,3,3
KIAD,Washington Dulles International,-1,128,128,6,6
KIAD,Washington Dulles International,0,29,29,3,3
KIAH,George Bush Houston Intercontinental,-3,155,155,5,5
KIAH,George Bush Houston Intercontinental,-2,208,208,4,4
KIAH,George Bush Houston Intercontinental,-1,172,172,1,1
KIAH,George Bush Houston Intercontinental,0,18,18,0,0
KIND,Indianapolis International,-3,45,45,0,0
KIND,Indianapolis International,-2,24,24,2,2
KIND,Indianapolis International,-1,48,48,0,0
KIND,Indianapolis International,0,8,8,0,0
KJFK,John F. Kennedy International,-3,150,150,7,7
KJFK,John F. Kennedy International,-2,206,206,6,6
KJFK,John F. Kennedy International,-1,225,225,5,5
KJFK,John F. Kennedy International,0,69,69,2,2
KLAS,Las Vegas Reid International,-3,324,324,2,2
KLAS,Las Vegas Reid International,-2,150,150,2,2
KLAS,Las Vegas Reid International,-1,102,102,1,1
