icao,name,day,totalDelays,totalUsDelays,totalCancellations,totalUsCancellations
,All,-3,37697,11656,1669,865
,All,-2,30682,8601,883,318
,All,-1,28264,7234,735,291
,All,0,20154,3461,613,111
PANC,Anchorage International,-3,110,110,10,10
PANC,Anchorage International,-2,109,109,7,7
PANC,Anchorage International,-1,100,100,6,6
PANC,Anchorage International,0,66,66,6,6
KATL,Hartsfield-Jackson Atlanta International,-3,604,604,43,43
KATL,Hartsfield-Jackson Atlanta International,-2,627,627,46,46
KATL,Hartsfield-Jackson Atlanta International,-1,527,527,32,32
KATL,Hartsfield-Jackson Atlanta International,0,239,239,13,13
KBOS,Boston Logan International,-3,487,487,122,122
KBWI,Baltimore-Washington International Marshall,-2,162,162,8,8
KBWI,Baltimore-Washington International Marshall,-1,130,130,6,6
KBWI,Baltimore-Washington International Marshall,0,88,88,2,2
KCLT,Charlotte Douglas International,-3,454,454,22,22
KCLT,Charlotte Douglas International,-2,301,301,14,14
KCLT,Charlotte Douglas International,-1,406,406,4,4
KCLT,Charlotte Douglas International,0,114,114,0,0
KCVG,Cincinnati/Northern Kentucky International,-3,123,123,3,3
KCVG,Cincinnati/Northern Kentucky International,-2,58,58,2,2
KCVG,Cincinnati/Northern Kentucky International,-1,61,61,2,2
KCVG,Cincinnati/Northern Kentucky International,0,27,27,0,0
KDAL,Dallas Love Field,-3,178,178,7,7
KDAL,Dallas Love Field,-2,124,124,4,4
KDAL,Dallas Love Field,-1,62,62,3,3
KDAL,Dallas Love Field,0,43,43,1,1
KDCA,Reagan National,-3,323,323,29,29
KDCA,Reagan National,-2,188,188,18,18
KDCA,Reagan National,-1,178,178,1,1
KDCA,Reagan National,0,58,58,0,0
KDEN,Denver International,-3,1359,1359,104,104
KDEN,Denver International,-2,648,648,13,13
KDEN,Denver International,-1,393,393,5,5
KDEN,Denver International,0,195,195,1,1
KDFW,Dallas-Fort Worth International,-3,688,688,26,26
KDFW,Dallas-Fort Worth International,-2,628,628,23,23
KDFW,Dallas-Fort Worth International,-1,595,595,16,16
KDFW,Dallas-Fort Worth International,0,269,269,6,6
KDTW,Detroit Metropolitan Wayne County,-3,437,437,24,24
KDTW,Detroit Metropolitan Wayne County,-2,224,224,4,4
KDTW,Detroit Metropolitan Wayne County,-1,164,164,8,8
KDTW,Detroit Metropolitan Wayne County,0,69,69,1,1
KEWR,Newark Liberty International,-3,513,513,35,35
KEWR,Newark Liberty International,-2,283,283,21,21
KEWR,Newark Liberty International,-1,278,278,8,8
KEWR,Newark Liberty International,0,101,101,6,6
KFLL,Fort Lauderdale-Hollywood International,-3,410,410,20,20
KFLL,Fort Lauderdale-Hollywood International,-2,335,335,11,11
KFLL,Fort Lauderdale-Hollywood International,-1,328,328,24,24
KFLL,Fort Lauderdale-Hollywood International,0,174,174,14,14
PHNL,Honolulu International,-3,243,243,6,6
PHNL,Honolulu International,-2,183,183,4,4
PHNL,Honolulu International,-1,178,178,2,2
PHNL,Honolulu International,0,74,74,2,2
KHOU,Houston Hobby,-3,114,114,6,6
KHOU,Houston Hobby,-2,91,91,4,4
KHOU,Houston Hobby,-1,59,59,0,0
KHOU,Houston Hobby,0,19,19,1,1
KIAD,Washington Dulles International,-3,337,337,10,10
KIAD,Washington Dulles International,-2,191,191,4,4
KIAD,Washington Dulles International,-1,137,137,2,2
KIAD,Washington Dulles International,0,70,70,0,0
KIAH,George Bush Houston Intercontinental,-3,268,268,9,9
KIAH,George Bush Houston Intercontinental,-2,274,274,10,10
KIAH,George Bush Houston Intercontinental,-1,238,238,11,11
KIAH,George Bush Houston Intercontinental,0,130,130,6,6
KIND,Indianapolis International,-3,147,147,13,13
KIND,Indianapolis International,-2,73,73,4,4
KIND,Indianapolis International,-1,45,45,1,1
KIND,Indianapolis International,0,26,26,2,2
KJFK,John F. Kennedy International,-3,634,634,60,60
KJFK,John F. Kennedy International,-2,415,415,17,17
KJFK,John F. Kennedy International,-1,365,365,19,19
KJFK,John F. Kennedy International,0,187,187,11,11
KLAS,Las Vegas Reid International,-3,429,429,24,24
KLAS,Las Vegas Reid International,-2,346,346,8,8
KLAS,Las Vegas Reid International,-1,265,265,16,16
KLAS,Las Vegas Reid International,0,129,129,7,7
KLAX,Los Angeles International,-3,664,664,21,21
KLAX,Los Angeles International,-2,586,586,21,21
KLAX,Los Angeles International,-1,506,506,14,14
KLAX,Los Angeles International,0,209,209,12,12
KLGA,LaGuardia Airport,-3,603,603,226,226
KLGA,LaGuardia Airport,-2,332,332,16,16
KLGA,LaGuardia Airport,-1,191,191,9,9
KLGA,LaGuardia Airport,0,90,90,3,3
KMCO,Orlando International,-3,455,455,11,11
KMCO,Orlando International,-2,389,389,16,16
KMCO,Orlando International,-1,287,287,22,22
KMCO,Orlando International,0,146,146,8,8
KMDW,Chicago Midway,-3,190,190,1,1
KMDW,Chicago Midway,-2,144,144,5,5
KMDW,Chicago Midway,-1,74,74,0,0
KMDW,Chicago Midway,0,38,38,1,1
KMEM,Memphis International,-3,67,67,3,3
KMEM,Memphis International,-2,28,28,0,0
