icao,name,day,totalDelays,totalUsDelays,totalCancellations,totalUsCancellations
,All,-3,31086,10996,1638,1062
,All,-2,31933,11174,1565,853
,All,-1,32587,10757,1731,960
,All,0,28482,7901,868,386
PANC,Anchorage International,-3,100,100,17,17
PANC,Anchorage International,-2,93,93,18,18
PANC,Anchorage International,-1,109,109,15,15
PANC,Anchorage International,0,54,54,17,17
KATL,Hartsfield-Jackson Atlanta International,-3,775,775,112,112
KATL,Hartsfield-Jackson Atlanta International,-2,715,715,173,173
KATL,Hartsfield-Jackson Atlanta International,-1,650,650,106,106
KATL,Hartsfield-Jackson Atlanta International,0,562,562,29,29
KBOS,Boston Logan International,-3,491,491,73,73
KBOS,Boston Logan International,-2,360,360,44,44
KBOS,Boston Logan International,-1,422,422,60,60
KBOS,Boston Logan International,0,277,277,74,74
KBWI,Baltimore-Washington International Marshall,-3,282,282,25,25
KBWI,Baltimore-Washington International Marshall,-2,243,243,11,11
KBWI,Baltimore-Washington International Marshall,-1,252,252,19,19
KBWI,Baltimore-Washington International Marshall,0,224,224,1,1
KCLT,Charlotte Douglas International,-3,454,454,28,28
KCLT,Charlotte Douglas International,-2,549,549,14,14
KCLT,Charlotte Douglas International,-1,509,509,26,26
KCLT,Charlotte Douglas International,0,290,290,1,1
KCVG,Cincinnati/Northern Kentucky International,-3,88,88,3,3
KCVG,Cincinnati/Northern Kentucky International,-2,97,97,10,10
KCVG,Cincinnati/Northern Kentucky International,-1,147,147,14,14
KCVG,Cincinnati/Northern Kentucky International,0,80,80,6,6
KDAL,Dallas Love Field,-3,196,196,4,4
KDAL,Dallas Love Field,-2,156,156,2,2
KDAL,Dallas Love Field,-1,152,152,3,3
KDAL,Dallas Love Field,0,93,93,1,1
KDCA,Reagan National,-3,233,233,10,10
KDCA,Reagan National,-2,238,238,22,22
KDCA,Reagan National,-1,291,291,34,34
KDCA,Reagan National,0,214,214,7,7
KDEN,Denver International,-3,798,798,40,40
KDEN,Denver International,-2,895,895,16,16
KDEN,Denver International,-1,578,578,15,15
KDEN,Denver International,0,349,349,1,1
KDFW,Dallas-Fort Worth International,-3,555,555,26,26
KDFW,Dallas-Fort Worth International,-2,766,766,33,33
KDFW,Dallas-Fort Worth International,-1,693,693,22,22
KDFW,Dallas-Fort Worth International,0,482,482,13,13
KDTW,Detroit Metropolitan Wayne County,-3,329,329,29,29
KDTW,Detroit Metropolitan Wayne County,-2,344,344,50,50
KDTW,Detroit Metropolitan Wayne County,-1,574,574,92,92
KDTW,Detroit Metropolitan Wayne County,0,397,397,32,32
KEWR,Newark Liberty International,-3,519,519,115,115
KEWR,Newark Liberty International,-2,452,452,13,13
KEWR,Newark Liberty International,-1,402,402,44,44
KEWR,Newark Liberty International,0,265,265,11,11
