icao,name,day,totalDelays,totalUsDelays,totalCancellations,totalUsCancellations
,All,-3,21312,3166,651,89
,All,-2,18551,2255,734,83
,All,-1,21409,4729,812,251
,All,0,21541,4569,988,303
PANC,Anchorage International,-3,97,97,4,4
PANC,Anchorage International,-2,86,86,8,8
PANC,Anchorage International,-1,91,91,6,6
PANC,Anchorage International,0,62,62,16,16
KATL,Hartsfield-Jackson Atlanta International,-3,192,192,1,1
KATL,Hartsfield-Jackson Atlanta International,-2,137,137,7,7
KATL,Hartsfield-Jackson Atlanta International,-1,240,240,9,9
KATL,Hartsfield-Jackson Atlanta International,0,351,351,5,5
KBOS,Boston Logan International,-3,80,80,4,4
KBOS,Boston Logan International,-2,69,69,2,2
KBOS,Boston Logan International,-1,118,118,2,2
KBOS,Boston Logan International,0,143,143,13,13
KBWI,Baltimore-Washington International Marshall,-3,24,24,0,0
KBWI,Baltimore-Washington International Marshall,-2,24,24,0,0
KBWI,Baltimore-Washington International Marshall,-1,49,49,0,0
KBWI,Baltimore-Washington International Marshall,0,55,55,0,0
KCLT,Charlotte Douglas International,-3,156,156,1,1
KCLT,Charlotte Douglas International,-2,71,71,1,1
KCLT,Charlotte Douglas International,-1,127,127,5,5
KCLT,Charlotte Douglas International,0,146,146,12,12
KCVG,Cincinnati/Northern Kentucky International,-3,17,17,0,0
KCVG,Cincinnati/Northern Kentucky International,-2,16,16,0,0
KCVG,Cincinnati/Northern Kentucky International,-1,40,40,4,4
KCVG,Cincinnati/Northern Kentucky International,0,31,31,4,4
KDAL,Dallas Love Field,-3,10,10,0,0
KDAL,Dallas Love Field,-2,89,89,0,0
KDAL,Dallas Love Field,-1,35,35,0,0
KDAL,Dallas Love Field,0,27,27,0,0
KDCA,Reagan National,-3,137,137,3,3
KDCA,Reagan National,-2,105,105,4,4
KDCA,Reagan National,-1,168,168,4,4
KDCA,Reagan National,0,192,192,16,16
KDEN,Denver International,-3,127,127,2,2
KDEN,Denver International,-2,100,100,3,3
KDEN,Denver International,-1,165,165,5,5
KDEN,Denver International,0,146,146,4,4
KDFW,Dallas-Fort Worth International,-3,261,261,0,0
KDFW,Dallas-Fort Worth International,-2,163,163,3,3
KDFW,Dallas-Fort Worth International,-1,309,309,5,5
KDFW,Dallas-Fort Worth International,0,302,302,2,2
KDTW,Detroit Metropolitan Wayne County,-3,70,70,3,3
KDTW,Detroit Metropolitan Wayne County,-2,69,69,7,7
KDTW,Detroit Metropolitan Wayne County,-1,384,384,20,20
KDTW,Detroit Metropolitan Wayne County,0,326,326,18,18
KEWR,Newark Liberty International,-3,146,146,8,8
KEWR,Newark Liberty International,-2,68,68,2,2
KEWR,Newark Liberty International,-1,113,113,5,5
KEWR,Newark Liberty International,0,144,144,20,20
KFLL,Fort Lauderdale-Hollywood International,-3,123,123,1,1
KFLL,Fort Lauderdale-Hollywood International,-2,68,68,1,1
KFLL,Fort Lauderdale-Hollywood International,-1,136,136,4,4
KFLL,Fort Lauderdale-Hollywood International,0,199,199,4,4
PHNL,Honolulu International,-3,77,77,2,2
PHNL,Honolulu International,-2,52,52,4,4
PHNL,Honolulu International,-1,167,167,8,8
PHNL,Honolulu International,0,124,124,4,4
KHOU,Houston Hobby,-3,6,6,0,0
KHOU,Houston Hobby,-2,13,13,1,1
KHOU,Houston Hobby,-1,21,21,0,0
KHOU,Houston Hobby,0,41,41,0,0
KIAD,Washington Dulles International,-3,115,115,12,12
KIAD,Washington Dulles International,-2,53,53,1,1
KIAD,Washington Dulles International,-1,85,85,5,5
KIAD,Washington Dulles International,0,112,112,6,6
KIAH,George Bush Houston Intercontinental,-3,218,218,11,11
KIAH,George Bush Houston Intercontinental,-2,76,76,4,4
KIAH,George Bush Houston Intercontinental,-1,117,117,1,1
KIAH,George Bush Houston Intercontinental,0,94,94,5,5
KIND,Indianapolis International,-3,20,20,2,2
KIND,Indianapolis International,-2,25,25,0,0
KIND,Indianapolis International,-1,71,71,2,2
KIND,Indianapolis International,0,38,38,1,1
KJFK,John F. Kennedy International,-3,185,185,11,11
KJFK,John F. Kennedy International,-2,148,148,7,7
KJFK,John F. Kennedy International,-1,208,208,5,5
KJFK,John F. Kennedy International,0,274,274,8,8
KLAS,Las Vegas Reid International,-3,65,65,0,0
KLAS,Las Vegas Reid International,-2,40,40,1,1
KLAS,Las Vegas Reid International,-1,78,78,2,2
KLAS,Las Vegas Reid International,0,85,85,7,7
KLAX,Los Angeles International,-3,185,185,2,2
KLAX,Los Angeles International,-2,132,132,1,1
KLAX,Los Angeles International,-1,206,206,7,7
KLAX,Los Angeles International,0,179,179,10,10
KLGA,LaGuardia Airport,-3,84,84,1,1
KLGA,LaGuardia Airport,-2,54,54,2,2
KLGA,LaGuardia Airport,-1,156,156,3,3
KLGA,LaGuardia Airport,0,177,177,20,20
KMCO,Orlando International,-3,131,131,4,4
KMCO,Orlando International,-2,67,67,0,0
KMCO,Orlando International,-1,175,175,7,7
KMCO,Orlando International,0,189,189,6,6
KMDW,Chicago Midway,-3,23,23,0,0
KMDW,Chicago Midway,-2,25,25,0,0
KMDW,Chicago Midway,-1,82,82,2,2
KMDW,Chicago Midway,0,54,54,1,1
KMEM,Memphis International,-3,23,23,0,0
KMEM,Memphis International,-2,12,12,0,0
KMEM,Memphis International,-1,20,20,1,1
KMEM,Memphis International,0,19,19,0,0
KMIA,Miami International,-3,133,133,5,5
KMIA,Miami International,-2,163,163,2,2
KMIA,Miami International,-1,307,307,6,6
KMIA,Miami International,0,224,224,5,5
