icao,name,day,totalDelays,totalUsDelays,totalCancellations,totalUsCancellations
,All,-3,21518,4987,441,86
,All,-2,24769,6128,867,289
,All,-1,23278,5478,703,108
,All,0,22210,5714,894,113
PANC,Anchorage International,-3,92,92,4,4
PANC,Anchorage International,-2,87,87,3,3
PANC,Anchorage International,-1,81,81,0,0
PANC,Anchorage International,0,50,50,1,1
KATL,Hartsfield-Jackson Atlanta International,-3,233,233,4,4
KATL,Hartsfield-Jackson Atlanta International,-2,346,346,8,8
KATL,Hartsfield-Jackson Atlanta International,-1,929,929,8,8
KATL,Hartsfield-Jackson Atlanta International,0,239,239,2,2
KBOS,Boston Logan International,-3,118,118,1,1
KBOS,Boston Logan International,-2,131,131,2,2
KBOS,Boston Logan International,-1,162,162,2,2
KBOS,Boston Logan International,0,173,173,9,9
KBWI,Baltimore-Washington International Marshall,-3,67,67,2,2
KBWI,Baltimore-Washington International Marshall,-2,91,91,3,3
KBWI,Baltimore-Washington International Marshall,-1,100,100,1,1
KBWI,Baltimore-Washington International Marshall,0,75,75,0,0
KCLT,Charlotte Douglas International,-3,185,185,2,2
KCLT,Charlotte Douglas International,-2,182,182,3,3
KCLT,Charlotte Douglas International,-1,234,234,0,0
KCLT,Charlotte Douglas International,0,172,172,0,0
KCVG,Cincinnati/Northern Kentucky International,-3,34,34,3,3
KCVG,Cincinnati/Northern Kentucky International,-2,38,38,4,4
KCVG,Cincinnati/Northern Kentucky International,-1,53,53,1,1
KCVG,Cincinnati/Northern Kentucky International,0,59,59,2,2
KDAL,Dallas Love Field,-3,130,130,0,0
KDAL,Dallas Love Field,-2,210,210,69,69
KDAL,Dallas Love Field,-1,68,68,0,0
KDAL,Dallas Love Field,0,55,55,0,0
KDCA,Reagan National,-3,138,138,0,0
KDCA,Reagan National,-2,189,189,0,0
KDCA,Reagan National,-1,311,311,0,0
KDCA,Reagan National,0,312,312,4,4
KDEN,Denver International,-3,262,262,0,0
KDEN,Denver International,-2,275,275,7,7
KDEN,Denver International,-1,261,261,0,0
KDEN,Denver International,0,220,220,8,8
KDFW,Dallas-Fort Worth International,-3,713,713,15,15
KDFW,Dallas-Fort Worth International,-2,1209,1209,115,115
KDFW,Dallas-Fort Worth International,-1,473,473,6,6
KDFW,Dallas-Fort Worth International,0,359,359,2,2
KDTW,Detroit Metropolitan Wayne County,-3,113,113,2,2
KDTW,Detroit Metropolitan Wayne County,-2,109,109,2,2
KDTW,Detroit Metropolitan Wayne County,-1,132,132,0,0
KDTW,Detroit Metropolitan Wayne County,0,194,194,3,3
KEWR,Newark Liberty International,-3,166,166,10,10
KEWR,Newark Liberty International,-2,156,156,5,5
KEWR,Newark Liberty International,-1,139,139,6,6
KEWR,Newark Liberty International,0,180,180,5,5
KFLL,Fort Lauderdale-Hollywood International,-3,115,115,3,3
KFLL,Fort Lauderdale-Hollywood International,-2,132,132,0,0
KFLL,Fort Lauderdale-Hollywood International,-1,116,116,1,1
KFLL,Fort Lauderdale-Hollywood International,0,158,158,0,0
PHNL,Honolulu International,-3,61,61,3,3
PHNL,Honolulu International,-2,52,52,2,2
PHNL,Honolulu International,-1,69,69,2,2
PHNL,Honolulu International,0,57,57,1,1
KHOU,Houston Hobby,-3,69,69,0,0
KHOU,Houston Hobby,-2,170,170,10,10
KHOU,Houston Hobby,-1,48,48,0,0
KHOU,Houston Hobby,0,29,29,0,0
KIAD,Washington Dulles International,-3,75,75,5,5
KIAD,Washington Dulles International,-2,102,102,4,4
KIAD,Washington Dulles International,-1,124,124,7,7
KIAD,Washington Dulles International,0,116,116,5,5
KIAH,George Bush Houston Intercontinental,-3,181,181,0,0
KIAH,George Bush Houston Intercontinental,-2,684,684,7,7
KIAH,George Bush Houston Intercontinental,-1,216,216,8,8
KIAH,George Bush Houston Intercontinental,0,221,221,4,4
KIND,Indianapolis International,-3,45,45,0,0
KIND,Indianapolis International,-2,52,52,2,2
KIND,Indianapolis International,-1,37,37,0,0
KIND,Indianapolis International,0,74,74,0,0
KJFK,John F. Kennedy International,-3,248,248,4,4
KJFK,John F. Kennedy International,-2,152,152,6,6
KJFK,John F. Kennedy International,-1,194,194,4,4
KJFK,John F. Kennedy International,0,273,273,4,4
KLAS,Las Vegas Reid International,-3,181,181,2,2
KLAS,Las Vegas Reid International,-2,245,245,4,4
KLAS,Las Vegas Reid International,-1,129,129,1,1
KLAS,Las Vegas Reid International,0,167,167,5,5
KLAX,Los Angeles International,-3,352,352,6,6
KLAX,Los Angeles International,-2,299,299,11,11
KLAX,Los Angeles International,-1,213,213,4,4
KLAX,Los Angeles International,0,178,178,2,2
KLGA,LaGuardia Airport,-3,227,227,0,0
KLGA,LaGuardia Airport,-2,216,216,3,3
KLGA,LaGuardia Airport,-1,188,188,1,1
KLGA,LaGuardia Airport,0,214,214,3,3
KMCO,Orlando International,-3,151,151,7,7
KMCO,Orlando International,-2,192,192,7,7
KMCO,Orlando International,-1,173,173,4,4
KMCO,Orlando International,0,199,199,1,1
KMDW,Chicago Midway,-3,49,49,0,0
KMDW,Chicago Midway,-2,90,90,2,2
KMDW,Chicago Midway,-1,64,64,1,1
KMDW,Chicago Midway,0,94,94,2,2
KMEM,Memphis International,-3,21,21,0,0
KMEM,Memphis International,-2,52,52,1,1
KMEM,Memphis International,-1,42,42,0,0
KMEM,Memphis International,0,36,36,0,0
KMIA,Miami International,-3,180,180,3,3
KMIA,Miami International,-2,209,209,6,6
KMIA,Miami International,-1,180,180,5,5
KMIA,Miami International,0,264,264,3,3
KMSP,Minneapolis/St. Paul International,-3,91,91,1,1
KMSP,Minneapolis/St. Paul International,-2,114,114,1,1
KMSP,Minneapolis/St. Paul International,-1,237,237,8,8
KMSP,Minneapolis/St. Paul International,0,342,342,5,5
KOAK,Oakland International,-3,29,29,2,2
KOAK,Oakland International,-2,46,46,1,1
KOAK,Oakland International,-1,40,40,0,0
KOAK,Oakland International,0,37,37,0,0
KONT,Ontario International,-3,35,35,1,1
KONT,Ontario International,-2,39,39,1,1
KONT,Ontario International,-1,21,21,0,0
KONT,Ontario International,0,18,18,0,0
KORD,Chicago O'Hare International,-3,392,392,7,7
KORD,Chicago O'Hare International,-2,461,461,10,10
KORD,Chicago O'Hare International,-1,557,557,16,16
KORD,Chicago O'Hare International,0,1522,1522,43,43
KPDX,Portland International,-3,98,98,4,4
KPDX,Portland International,-2,100,100,4,4
KPDX,Portland International,-1,85,85,0,0
KPDX,Portland International,0,73,73,0,0
KPHL,Philadelphia International,-3,122,122,0,0
KPHL,Philadelphia International,-2,104,104,4,4
KPHL,Philadelphia International,-1,122,122,3,3
KPHL,Philadelphia International,0,196,196,2,2
KPHX,Phoenix Sky Harbor International,-3,496,496,2,2
KPHX,Phoenix Sky Harbor International,-2,255,255,4,4
KPHX,Phoenix Sky Harbor International,-1,220,220,1,1
KPHX,Phoenix Sky Harbor International,0,196,196,1,1
KSAN,San Diego International,-3,121,121,0,0
KSAN,San Diego International,-2,143,143,5,5
KSAN,San Diego International,-1,92,92,6,6
