icao,name,day,totalDelays,totalUsDelays,totalCancellations,totalUsCancellations
,All,-3,30791,0,1731,960
,All,-2,30874,0,927,424
,All,-1,24286,0,766,243
,All,0,23313,6347,797,272
PANC,Anchorage International,-3,107,107,15,15
PANC,Anchorage International,-2,75,75,17,17
PANC,Anchorage International,-1,91,91,14,14
PANC,Anchorage International,0,37,37,9,9
KATL,Hartsfield-Jackson Atlanta International,-3,649,649,106,106
KATL,Hartsfield-Jackson Atlanta International,-2,627,627,30,30
KATL,Hartsfield-Jackson Atlanta International,-1,355,355,14,14
KATL,Hartsfield-Jackson Atlanta International,0,266,266,9,9
KBOS,Boston Logan International,-3,421,421,60,60
KBOS,Boston Logan International,-2,305,305,75,75
KBOS,Boston Logan International,-1,250,250,14,14
KBOS,Boston Logan International,0,324,324,28,28
KBWI,Baltimore-Washington International Marshall,-3,252,252,19,19
KBWI,Baltimore-Washington International Marshall,-2,242,242,1,1
KBWI,Baltimore-Washington International Marshall,-1,129,129,1,1
KBWI,Baltimore-Washington International Marshall,0,104,104,7,7
KCLT,Charlotte Douglas International,-3,509,509,26,26
KCLT,Charlotte Douglas International,-2,311,311,2,2
KCLT,Charlotte Douglas International,-1,231,231,3,3
KCLT,Charlotte Douglas International,0,228,228,10,10
KCVG,Cincinnati/Northern Kentucky International,-3,147,147,14,14
KCVG,Cincinnati/Northern Kentucky International,-2,88,88,6,6
KCVG,Cincinnati/Northern Kentucky International,-1,55,55,0,0
KCVG,Cincinnati/Northern Kentucky International,0,44,44,2,2
KDAL,Dallas Love Field,-3,152,152,3,3
KDAL,Dallas Love Field,-2,105,105,1,1
KDAL,Dallas Love Field,-1,48,48,0,0
KDAL,Dallas Love Field,0,66,66,1,1
KDCA,Reagan National,-3,291,291,34,34
KDCA,Reagan National,-2,222,222,7,7
KDCA,Reagan National,-1,143,143,6,6
KDCA,Reagan National,0,195,195,4,4
KDEN,Denver International,-3,578,578,15,15
KDEN,Denver International,-2,398,398,1,1
KDEN,Denver International,-1,265,265,3,3
KDEN,Denver International,0,299,299,3,3
KDFW,Dallas-Fort Worth International,-3,690,690,22,22
