icao,name,day,totalDelays,totalUsDelays,totalCancellations,totalUsCancellations
,All,-3,23244,8771,915,281
,All,-2,23413,7016,697,110
,All,-1,26315,7409,601,92
,All,0,26655,6674,1021,359
PANC,Anchorage International,-3,62,62,10,10
PANC,Anchorage International,-2,94,94,4,4
PANC,Anchorage International,-1,126,126,8,8
PANC,Anchorage International,0,83,83,7,7
KATL,Hartsfield-Jackson Atlanta International,-3,636,636,14,14
KATL,Hartsfield-Jackson Atlanta International,-2,401,401,2,2
KATL,Hartsfield-Jackson Atlanta International,-1,457,457,5,5
KATL,Hartsfield-Jackson Atlanta International,0,565,565,35,35
KBOS,Boston Logan International,-3,430,430,27,27
KBOS,Boston Logan International,-2,210,210,2,2
KBOS,Boston Logan International,-1,297,297,5,5
KBOS,Boston Logan International,0,305,305,12,12
KBWI,Baltimore-Washington International Marshall,-3,165,165,4,4
KBWI,Baltimore-Washington International Marshall,-2,119,119,0,0
KBWI,Baltimore-Washington International Marshall,-1,133,133,1,1
KBWI,Baltimore-Washington International Marshall,0,231,231,1,1
KCLT,Charlotte Douglas International,-3,465,465,6,6
KCLT,Charlotte Douglas International,-2,200,200,2,2
KCLT,Charlotte Douglas International,-1,288,288,2,2
KCLT,Charlotte Douglas International,0,324,324,18,18
KCVG,Cincinnati/Northern Kentucky International,-3,127,127,2,2
KCVG,Cincinnati/Northern Kentucky International,-2,80,80,0,0
KCVG,Cincinnati/Northern Kentucky International,-1,82,82,1,1
KCVG,Cincinnati/Northern Kentucky International,0,63,63,7,7
KDAL,Dallas Love Field,-3,79,79,0,0
KDAL,Dallas Love Field,-2,118,118,1,1
KDAL,Dallas Love Field,-1,123,123,0,0
KDAL,Dallas Love Field,0,102,102,0,0
KDCA,Reagan National,-3,502,502,15,15
KDCA,Reagan National,-2,257,257,8,8
KDCA,Reagan National,-1,361,361,2,2
KDCA,Reagan National,0,508,508,121,121
KDEN,Denver International,-3,460,460,4,4
KDEN,Denver International,-2,1121,1121,12,12
KDEN,Denver International,-1,405,405,2,2
KDEN,Denver International,0,231,231,5,5
KDFW,Dallas-Fort Worth International,-3,555,555,6,6
KDFW,Dallas-Fort Worth International,-2,510,510,3,3
KDFW,Dallas-Fort Worth International,-1,624,624,4,4
KDFW,Dallas-Fort Worth International,0,362,362,15,15
KDTW,Detroit Metropolitan Wayne County,-3,410,410,23,23
KDTW,Detroit Metropolitan Wayne County,-2,304,304,1,1
